,Account,Compound Score,DateTime,Negativity Score,Neutral Score,Positivity Score,Text
279,cnn,-0.1655,Mon Apr 09 08:30:12 +0000 2018,0.142,0.858,0.0,"Ad boycott continues, but Laura Ingraham is coming back https://t.co/OnXNdAF10s https://t.co/Y4NlvfUxSx"
280,cnn,0.0,Mon Apr 09 08:20:50 +0000 2018,0.0,1.0,0.0,Advocacy groups claim YouTube illegally collects data from kids https://t.co/6EXVuwK63a https://t.co/3cvTdyRhuq
281,cnn,-0.5106,Mon Apr 09 08:14:20 +0000 2018,0.275,0.604,0.121,"New York Times top editor on journalism's ""biggest crisis"" https://t.co/gCbhz0zlxi https://t.co/10pUTf3wWe"
282,cnn,0.0,Mon Apr 09 08:07:51 +0000 2018,0.0,1.0,0.0,"How President Trump might counter ""Animal Assad"" https://t.co/goFKFPnLS5 | via @CNNOpinion https://t.co/VrIRXtkC48"
283,cnn,0.34,Mon Apr 09 08:00:13 +0000 2018,0.0,0.862,0.138,Facebook is about to tell users if their data was shared with Cambridge Analytica https://t.co/mEPmgsQo81 https://t.co/DxiWnScgLL
284,cnn,-0.6597,Mon Apr 09 07:44:42 +0000 2018,0.252,0.748,0.0,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/cddXNNQgTk"
285,cnn,0.5859,Mon Apr 09 07:36:35 +0000 2018,0.0,0.759,0.241,16-year-old breaks Commonwealth Games record to win shooting gold for India https://t.co/wJBSQSwWGh https://t.co/fI8userxuW
286,cnn,-0.802,Mon Apr 09 07:30:11 +0000 2018,0.444,0.556,0.0,Army identifies two soldiers killed in Kentucky helicopter crash https://t.co/NgPIsEyCAL https://t.co/gCSI008DZC
287,cnn,0.3612,Mon Apr 09 07:18:36 +0000 2018,0.0,0.828,0.172,Jimmy Kimmel apologizes for jabs at Fox News host Sean Hannity https://t.co/2dV4CmYW9h https://t.co/fVz6ytkiih
288,cnn,-0.7096,Mon Apr 09 07:10:34 +0000 2018,0.269,0.731,0.0,"The US denied attacking a Syrian airfield on Sunday, hours after President Donald Trump tweeted ""Animal Assad"" woul… https://t.co/N69urZ0lxM"
289,cnn,0.0,Mon Apr 09 07:00:13 +0000 2018,0.0,1.0,0.0,Hungary's Euroskeptic leader Orban claims victory https://t.co/TCOwkEp1tR https://t.co/bOB92B3SNF
290,cnn,0.0,Mon Apr 09 06:50:09 +0000 2018,0.0,1.0,0.0,Designing for hedonists: The evolution of nightclub interiors https://t.co/CBgVJaCtfg via @CNNStyle https://t.co/LDOsfa3zmV
291,cnn,-0.6249,Mon Apr 09 06:39:39 +0000 2018,0.389,0.611,0.0,"Muenster van attack driver acted alone, police say https://t.co/lI5QGWerel https://t.co/RT0vGrdhVP"
292,cnn,0.0,Mon Apr 09 06:30:08 +0000 2018,0.0,1.0,0.0,US military resumes air operations in Djibouti https://t.co/Pdgu67UR2M https://t.co/760nXrhQ2x
293,cnn,-0.3818,Mon Apr 09 06:28:33 +0000 2018,0.178,0.822,0.0,Here's everything you need to know about the US-China trade battle https://t.co/tNuqnPsOGC https://t.co/GB5qEQUC0L
294,cnn,0.0,Mon Apr 09 06:14:25 +0000 2018,0.0,1.0,0.0,Chicago attorney general to oversee FBI document release to House https://t.co/fEPioN0wBI
295,cnn,-0.3182,Mon Apr 09 06:00:13 +0000 2018,0.246,0.628,0.126,Syria attack response looms over John Bolton's first week as national security adviser https://t.co/fl4Bp3ZLry https://t.co/KYikDpaZs8
296,cnn,0.3182,Mon Apr 09 05:39:41 +0000 2018,0.0,0.881,0.119,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/MN9mWwRWsy
297,cnn,0.0,Mon Apr 09 05:30:48 +0000 2018,0.0,1.0,0.0,"Donald Trump always strives to command center stage, but the US President is now embroiled in so many escalating gl… https://t.co/yOjgT8eFoG"
298,cnn,0.0,Mon Apr 09 05:30:14 +0000 2018,0.0,1.0,0.0,"Republican Sen. John McCain says President Trump ""emboldened"" Syrian leader Bashar al-Assad with comments on US wit… https://t.co/oEdzG3EgIv"
299,cnn,-0.296,Mon Apr 09 05:00:14 +0000 2018,0.136,0.864,0.0,"Gun-toting congressman is right. He's no Gabby Giffords, writes Steven Lubet for @CNNopinion https://t.co/r3Hc3qozvq https://t.co/hSKe7m7mFz"
300,foxnews,0.0,Mon Apr 09 16:36:06 +0000 2018,0.0,1.0,0.0,.@POTUS orders National Guard to the southern border https://t.co/0RXkQA4C3x
301,foxnews,0.0,Mon Apr 09 16:25:49 +0000 2018,0.0,1.0,0.0,"US Attorney John Lausch to oversee FISA warrant document release - via @brookefoxnews @JakeBGibson 
https://t.co/U6X5kS5ZCD"
302,foxnews,-0.128,Mon Apr 09 16:25:41 +0000 2018,0.111,0.889,0.0,Solar storm could strike Earth this week: What you need to know https://t.co/ji311frJMA
303,foxnews,0.0,Mon Apr 09 16:22:56 +0000 2018,0.0,1.0,0.0,US Attorney John Lausch to oversee FISA warrant document release https://t.co/9WPO96H5iu
304,foxnews,0.0,Mon Apr 09 16:21:48 +0000 2018,0.0,1.0,0.0,Secretary Mattis on Possible US Military Action Against Assad: 'I Don't Rule Out Anything' https://t.co/RiGBLS5PQn
305,foxnews,-0.5574,Mon Apr 09 16:15:47 +0000 2018,0.338,0.662,0.0,"Mattis faults Russia on Syria, won't rule out US strike https://t.co/wOB9EKByH9"
306,foxnews,-0.2263,Mon Apr 09 16:12:51 +0000 2018,0.094,0.851,0.055,.@POTUS: “We need a wall… It’ll stop a lot of people that we don’t want in this country from coming into our countr… https://t.co/55wEoECcWe
307,foxnews,0.0,Mon Apr 09 16:10:12 +0000 2018,0.0,1.0,0.0,.@POTUS: “We’re putting the National Guard and military at the border. We’re beefing up the border patrol.” https://t.co/JGa4JiYLZE
308,foxnews,0.5859,Mon Apr 09 16:06:20 +0000 2018,0.0,0.798,0.202,.@POTUS on trade: “China has been taking advantage of the United States for many years… They have really done a num… https://t.co/XbqM27U4AX
309,foxnews,-0.7351,Mon Apr 09 16:03:05 +0000 2018,0.246,0.754,0.0,".@POTUS on the alleged Syria chemical attack: “It was an atrocious attack, it was horrible… We’ll be making some ma… https://t.co/NLaDnkB6fs"
310,foxnews,-0.3182,Mon Apr 09 15:48:51 +0000 2018,0.187,0.813,0.0,.@Richardafowler on escalating trade tension between China and the U.S. https://t.co/cEPZmWKl72
311,foxnews,-0.3182,Mon Apr 09 15:41:12 +0000 2018,0.247,0.753,0.0,Alex Conant: “Everyone loses in a trade war.” https://t.co/pPKIsqKU3f
312,foxnews,0.0,Mon Apr 09 15:30:54 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: Dow at session highs: https://t.co/I7RKNQgnlb https://t.co/6GPmRL0K23
313,foxnews,0.128,Mon Apr 09 15:20:42 +0000 2018,0.0,0.88,0.12,'Shirtless' daredevil draped in American flag climbs 200-foot crane in Hollywood https://t.co/LObFSY5JsF
314,foxnews,-0.296,Mon Apr 09 15:06:25 +0000 2018,0.145,0.855,0.0,"Breaking News: Body of Tennessee double-murder suspect believed to be found, sheriff says https://t.co/lEbAZCvlrf"
315,foxnews,0.0,Mon Apr 09 14:43:27 +0000 2018,0.0,1.0,0.0,Toddler on American Airlines flight hit in head with oxygen canister that fell from ceiling during landing https://t.co/BO5ZoXFtDO
316,foxnews,0.0,Mon Apr 09 14:36:36 +0000 2018,0.0,1.0,0.0,"Brandon Judd: “When we have the National Guard on the border, the cartels take notice.” https://t.co/zQ5dC38M6D"
317,foxnews,0.3182,Mon Apr 09 14:34:51 +0000 2018,0.0,0.874,0.126,"“It’s going to be a huge boon."" – Brandon Judd on @USNationalGuard troops heading to the southern border https://t.co/HpdVpSk2WD"
318,foxnews,0.0,Mon Apr 09 14:29:26 +0000 2018,0.0,1.0,0.0,Texas Gov on Sending Nat'l Guard to Border: 'There's a Mathematical Need For This' https://t.co/zaGRhlMHdb
319,foxnews,-0.5574,Mon Apr 09 14:26:01 +0000 2018,0.231,0.769,0.0,Horse trailer carrying at least 18 illegal immigrants crashes in Southern California https://t.co/vDBNYCcCfP
320,foxnews,0.0,Mon Apr 09 14:23:41 +0000 2018,0.0,1.0,0.0,"Mac Thornberry: ""We’ve got to do whatever it takes to have planes that fly and have training that is appropriate fo… https://t.co/PxyBSYRb7e"
321,foxnews,0.4576,Mon Apr 09 14:20:34 +0000 2018,0.0,0.88,0.12,"Mac Thornberry: “What we do speaks much more clearly than what we say, and to show Putin and Assad and everybody el… https://t.co/pXOMQvtSfZ"
322,foxnews,0.0,Mon Apr 09 14:15:12 +0000 2018,0.0,1.0,0.0,"Mac Thornberry: “We cannot fix Syria...We have to work with our allies to try to keep a lid on things."" https://t.co/VaXqZgzSTW"
323,foxnews,0.3612,Mon Apr 09 14:12:15 +0000 2018,0.0,0.706,0.294,Tony Robbins apologizes for #MeToo comments https://t.co/NDTXRdhvmr
324,foxnews,0.34,Mon Apr 09 14:08:49 +0000 2018,0.0,0.854,0.146,"Mac Thornberry: ""Syria is a cauldron of security concerns for all sorts of countries.” https://t.co/UjnLduMUV4 https://t.co/b3lTjMkMql"
325,foxnews,0.3818,Mon Apr 09 14:05:35 +0000 2018,0.0,0.88,0.12,"RT @FoxBusiness: .@SecretaryPerry: ""Now, because of American innovation, American technology, we are now in the driver's seat when it comes…"
326,foxnews,0.4336,Mon Apr 09 14:05:23 +0000 2018,0.0,0.856,0.144,"RT @FoxBusiness: .@SecretaryPerry: ""Fracking, horizontal drilling completely changed the dynamic out there in the world from the standpoint…"
327,foxnews,0.4939,Mon Apr 09 14:04:13 +0000 2018,0.0,0.789,0.211,"Meghan Markle, Prince Harry ask for donations to charities as wedding gifts https://t.co/UPI4eSKubw"
328,foxnews,0.0,Mon Apr 09 14:01:51 +0000 2018,0.0,1.0,0.0,Homeless residents brag about makeshift 'mansion' near Seattle's famed Space Needle https://t.co/O3WadCSrqE
329,foxnews,-0.5423,Mon Apr 09 13:12:00 +0000 2018,0.243,0.757,0.0,"Facebook must shape up, or it will be 'broken up,' senator warns https://t.co/Q8Rozj7Hrr #fntech (via @christocarbone)"
330,foxnews,-0.7096,Mon Apr 09 13:01:08 +0000 2018,0.33,0.67,0.0,Topless woman charges at Bill Cosby as he arrives for sex assault retrial https://t.co/7ekE4V4H7F
331,foxnews,0.0,Mon Apr 09 12:59:25 +0000 2018,0.0,1.0,0.0,".@SecretaryPerry: “You’ve got to have boots on the ground, you’ve got to have the technologies, that’s the reason t… https://t.co/nGnZTfWihb"
332,foxnews,-0.5859,Mon Apr 09 12:52:15 +0000 2018,0.348,0.652,0.0,73-year-old survives crash through brick wall and down 10-foot drop https://t.co/JH9HTBtN4u
333,foxnews,0.6808,Mon Apr 09 12:30:27 +0000 2018,0.0,0.763,0.237,.@ScottWalker: “We protect our shores and our borders and I applaud the president for stepping up to take on illega… https://t.co/p97zi26qGq
334,foxnews,-0.0747,Mon Apr 09 12:10:12 +0000 2018,0.145,0.727,0.128,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5G4Si
335,foxnews,0.6124,Mon Apr 09 11:46:36 +0000 2018,0.0,0.688,0.312,.@GovAbbott on @foxandfriends: “Texas wants to ensure that we secure the border.” https://t.co/fwGehxeoqM
336,foxnews,0.7713,Mon Apr 09 11:45:07 +0000 2018,0.0,0.718,0.282,".@GovAbbott: ""The people of Texas are very appreciative that the president of the United States has recognized this… https://t.co/kMRze2Y37o"
337,foxnews,0.0,Mon Apr 09 11:32:36 +0000 2018,0.0,1.0,0.0,Ronald Vitello: “Consequences matter…We need to reduce the activity level at the border.” @foxandfriends https://t.co/IfOPglGQfx
338,foxnews,0.0,Mon Apr 09 11:26:49 +0000 2018,0.0,1.0,0.0,Cooler than average temperatures continue for the Midwest and Northeast (via @JaniceDean) https://t.co/ci8Hm7Q6Of
339,foxnews,0.0,Mon Apr 09 11:25:01 +0000 2018,0.0,1.0,0.0,"JUST IN: Florida GOP Gov. Rick Scott running for Senate, report says https://t.co/hQgoeiQpsb"
340,foxnews,0.4019,Mon Apr 09 11:23:38 +0000 2018,0.0,0.856,0.144,Ronald Vitello on @USNationalGuard at the southern border: “They’re going to help us by adding capacity.”… https://t.co/oiOA1sIqWU
341,foxnews,-0.5574,Mon Apr 09 11:05:02 +0000 2018,0.295,0.591,0.114,".@RalphNorman: “I believe that the only thing that stops a bad guy with a gun, is a good guy with a gun.” https://t.co/eboQAn54i6"
342,foxnews,0.0772,Mon Apr 09 10:58:23 +0000 2018,0.0,0.925,0.075,"OPINION: Want jobs? Nebraska reforms have more people working, fewer on welfare and food stamps (via… https://t.co/t9QPR8HRKx"
343,foxnews,-0.9062,Mon Apr 09 10:32:14 +0000 2018,0.468,0.532,0.0,.@LindseyGrahamSC on the suspected Syria chemical attack: “I think now [Assad] is a legitimate war criminal in the… https://t.co/nunsCfmgbG
344,foxnews,-0.8402,Mon Apr 09 10:28:47 +0000 2018,0.417,0.583,0.0,.@LindseyGrahamSC on the suspected Syria chemical attack: “We should make [Assad] pay a heavy price by destroying h… https://t.co/e9yFdSIgWJ
345,foxnews,-0.802,Mon Apr 09 10:28:05 +0000 2018,0.474,0.526,0.0,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/wWVEuIaCpL
346,foxnews,-0.7003,Mon Apr 09 10:07:05 +0000 2018,0.326,0.674,0.0,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWlLZf
347,foxnews,-0.6249,Mon Apr 09 09:56:41 +0000 2018,0.287,0.622,0.091,.@RLHeinrichs on the Syria chemical attack: “You can’t allow chemical weapons to continue being used.”… https://t.co/CnW8ZaedJP
348,foxnews,0.0,Mon Apr 09 09:41:32 +0000 2018,0.0,1.0,0.0,Sen. Jeff Flake's son seeks new civil trial against Joe Arpaio https://t.co/rqc9nLB9Tm https://t.co/RhieDXVfYz
349,foxnews,0.0,Mon Apr 09 09:35:10 +0000 2018,0.0,1.0,0.0,Texas Begins Deploying Troops to the Border https://t.co/9gYLu12hvH https://t.co/VsUSbZhUtE
350,foxnews,-0.128,Mon Apr 09 09:16:10 +0000 2018,0.147,0.736,0.117,South Carolina reps introduce bill to allow debate on secession over gun laws https://t.co/xa9m1r0ptu
351,foxnews,-0.5423,Mon Apr 09 09:01:54 +0000 2018,0.163,0.837,0.0,"Democratic strategist Chuck Rocha: ""Nobody in America wants anybody coming here who wants to do harm to America."" https://t.co/MYBFQmnRBu"
352,foxnews,-0.4019,Mon Apr 09 09:00:00 +0000 2018,0.229,0.684,0.087,.@larry_kudlow tries to calm trade war fears but says #Trump 'not bluffing' about China tariffs https://t.co/dUUt2Xc9G6
353,foxnews,-0.5423,Mon Apr 09 08:55:00 +0000 2018,0.259,0.741,0.0,New high-speed Florida train kills 4th person since launching service https://t.co/bQAcrPIa3x
354,foxnews,-0.7003,Mon Apr 09 08:50:00 +0000 2018,0.326,0.674,0.0,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWDmQN
355,foxnews,-0.4404,Mon Apr 09 08:42:00 +0000 2018,0.172,0.828,0.0,".@RepMcCaul: ""I remember @JohnKerry saying, 'We took all their chemical weapons away.' Obviously not."" https://t.co/x7G1yQlN19"
356,foxnews,0.0,Mon Apr 09 08:40:19 +0000 2018,0.0,1.0,0.0,".@NanHayworth: ""Extreme vetting, which has been applied to targeted nations that we know are the sources of terror… https://t.co/OV0e9TAMSN"
357,foxnews,0.0,Mon Apr 09 08:37:00 +0000 2018,0.0,1.0,0.0,Child advocates ask FTC to investigate YouTube https://t.co/vZEB4ezBGD
358,foxnews,0.0,Mon Apr 09 08:32:40 +0000 2018,0.0,1.0,0.0,Texas begins deploying troops to southern border https://t.co/iKj4LWihu4
359,foxnews,0.7783,Mon Apr 09 08:32:00 +0000 2018,0.0,0.657,0.343,"On @foxandfriends, @cvpayne praised President @realDonaldTrump's economic policies and their positive results for A… https://t.co/Cos9MFoHLP"
360,foxnews,-0.7506,Mon Apr 09 08:30:09 +0000 2018,0.314,0.686,0.0,"Delta passenger suffered 'painful' cartilage damage after child on flight repeatedly kicked her, she claims https://t.co/bcvwOCIhxd"
361,foxnews,-0.4404,Mon Apr 09 08:22:21 +0000 2018,0.233,0.661,0.106,"National security analyst Ryan Mauro on Syrian chemical attack: ""I see no other option besides military action.""… https://t.co/mbBmTmeoQH"
362,foxnews,0.0,Mon Apr 09 08:21:00 +0000 2018,0.0,1.0,0.0,States sending troops to Mexico border. https://t.co/Zep3xNOoPF
363,foxnews,-0.7184,Mon Apr 09 08:18:00 +0000 2018,0.273,0.727,0.0,".@TheRealJohnHCox: ""This criminal idea of the sanctuary state movement - the people are upset about this because it… https://t.co/EGULsWk376"
364,foxnews,-0.0747,Mon Apr 09 08:16:41 +0000 2018,0.145,0.727,0.128,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5XGgS
365,foxnews,-0.802,Mon Apr 09 08:09:05 +0000 2018,0.474,0.526,0.0,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/Zy0NMuT2el
366,foxnews,0.0,Mon Apr 09 08:06:02 +0000 2018,0.0,1.0,0.0,The lava lake at the summit of Hawaii’s Kilauea Volcano bubbled and spat on the morning of April 4. The USGS Hawaii… https://t.co/edPWaWO7Fp
367,foxnews,0.5719,Mon Apr 09 08:00:01 +0000 2018,0.0,0.821,0.179,".@SarahPalinUSA: ""This is unprecedented— all those elements of a perfect storm against the will of the people havin… https://t.co/50FsSD8zBl"
368,foxnews,-0.4767,Mon Apr 09 07:55:00 +0000 2018,0.193,0.807,0.0,"Arizona mom arrested after toddler ate THC-laced mac and cheese, cops say https://t.co/jQii3c6P4C https://t.co/K5C9IRUSRU"
369,foxnews,0.25,Mon Apr 09 07:50:00 +0000 2018,0.0,0.9,0.1,"DOG OF ALL TRADES: Besides being a detection dog, Belle doubles as a fetch expert, showcasing advanced skill by sna… https://t.co/WEJxOK3WHA"
370,foxnews,0.6249,Mon Apr 09 07:49:00 +0000 2018,0.0,0.814,0.186,".@larry_kudlow: ""Look, [@POTUS is] great negotiator. He has a whole history of that. But in this process, tariffs h… https://t.co/ddr3vFEmn4"
371,foxnews,0.5859,Mon Apr 09 07:45:00 +0000 2018,0.0,0.703,0.297,Kyle Busch gets first win at Texas NASCAR race https://t.co/PKCjX7kuUT
372,foxnews,-0.3612,Mon Apr 09 07:40:00 +0000 2018,0.122,0.878,0.0,".@TomFitton: ""@TheJusticeDept was a mess under Loretta Lynch. This meeting was an indication or an example of the w… https://t.co/sM0FKs7CP4"
373,foxnews,-0.2649,Mon Apr 09 07:35:00 +0000 2018,0.219,0.637,0.144,Syrian media report missile attack; US says it didn't fire https://t.co/kYjEZvRJjl
374,foxnews,0.0,Mon Apr 09 07:30:00 +0000 2018,0.0,1.0,0.0,".@SarahPalinUSA on ObamaCare: ""It's an atrocity."" https://t.co/gb39DWQdUU"
375,foxnews,0.0,Mon Apr 09 07:25:00 +0000 2018,0.0,1.0,0.0,.@elonmusk posts picture of BFR's 'main body tool' to be used for interplanetary missions https://t.co/prcYknD0jT
376,foxnews,-0.4404,Mon Apr 09 07:20:00 +0000 2018,0.162,0.838,0.0,".@cvpayne: ""This last month we saw the second-lowest unemployment rate for black Americans in history."" https://t.co/MAmmH6WoBb"
377,foxnews,0.0,Mon Apr 09 07:15:00 +0000 2018,0.0,1.0,0.0,.@POTUS and the economy. https://t.co/844HTnymWT
378,foxnews,0.0,Mon Apr 09 07:11:00 +0000 2018,0.0,1.0,0.0,".@SarahPalinUSA on running for governor: ""We had a lot of corruption going on in our state, and people wanted it cl… https://t.co/xmE8GHaXmL"
379,foxnews,-0.2617,Mon Apr 09 07:07:00 +0000 2018,0.097,0.903,0.0,.@DevinNunes on the chemical attack in Syria: “I haven’t been briefed on this yet… but obviously it’s very troublin… https://t.co/s2M4bT3z2Z
380,foxnews,-0.7184,Mon Apr 09 07:06:41 +0000 2018,0.375,0.625,0.0,The Latest: Syrian monitors say 14 killed in air base strike https://t.co/VwGz1EbzDx
381,foxnews,-0.8519,Mon Apr 09 07:02:00 +0000 2018,0.449,0.449,0.101,"U.S. demanding Russia end Syrian support after poison gas attack kills dozens, activists and medics say… https://t.co/cNAcRL4uo4"
382,foxnews,0.0,Mon Apr 09 06:57:00 +0000 2018,0.0,1.0,0.0,".@SarahPalinUSA on her vice presidential run: ""I would do it again in a heartbeat."" https://t.co/9dhXbbodpd"
383,foxnews,0.0,Mon Apr 09 06:53:00 +0000 2018,0.0,1.0,0.0,"""We're not used to...leaders that stand up and be tough.""

On @foxandfriends, @Nigel_Farage compared President… https://t.co/7Ayny95bHm"
384,foxnews,-0.4588,Mon Apr 09 06:49:00 +0000 2018,0.158,0.842,0.0,".@larry_kudlow on tariffs: ""China's response was highly unsatisfactory and I think that's unfortunate. We do have c… https://t.co/HqPG4Hb77g"
385,foxnews,-0.8519,Mon Apr 09 06:45:00 +0000 2018,0.357,0.595,0.048,"Earlier, @MayorofLondon Sadiq Khan vowed to get tough on knife violence as the number of stabbing murders rapidly r… https://t.co/3SizlzosOO"
386,foxnews,-0.6597,Mon Apr 09 06:42:00 +0000 2018,0.31,0.69,0.0,.@AlanDersh: President @realDonaldTrump Won't Repeat Fmr. President @BarackObama's 'Tragic Mistake' With Syria 'Red… https://t.co/UH37YfRTZ8
387,foxnews,-0.2023,Mon Apr 09 06:40:17 +0000 2018,0.167,0.833,0.0,Former South Korean President Lee Myung-bak charged with corruption https://t.co/JEX6EjfgbQ
388,foxnews,0.3818,Mon Apr 09 06:37:00 +0000 2018,0.0,0.852,0.148,".@SarahPalinUSA: ""We have every...God-given right that's codified in our Bill of Rights to protect ourselves."" https://t.co/XQEbG1H3CZ"
389,foxnews,-0.1531,Mon Apr 09 06:32:00 +0000 2018,0.109,0.806,0.085,".@FrankLuntz: ""I think the Republicans are in deep trouble in the House and the Senate as well. If the election wer… https://t.co/tcTnklGZyO"
390,foxnews,0.4019,Mon Apr 09 06:27:00 +0000 2018,0.0,0.861,0.139,"Brandon Judd: ""We want to once and for all secure the border so that we don't have to continue to sit here and say,… https://t.co/UfHLYLSNsE"
391,foxnews,0.0,Mon Apr 09 06:22:00 +0000 2018,0.0,1.0,0.0,"A large Canadian flag at half-mast is seen from a cemetery in #Humboldt, Saskatchewan. 15 people traveling with the… https://t.co/rb1xNjbhWN"
392,foxnews,-0.2411,Mon Apr 09 06:17:00 +0000 2018,0.109,0.891,0.0,".@SarahPalinUSA: ""It's obvious why @TheDemocrats don't believe in securing the border. I think that they just fear… https://t.co/9sILJ2d0xx"
393,foxnews,0.0,Mon Apr 09 06:12:00 +0000 2018,0.0,1.0,0.0,The Rio Grande Valley Sector graduated eight new horse agents for its Horse Patrol Unit. The Horse Patrol Unit uses… https://t.co/84w17Cw6Vy
394,foxnews,0.0,Mon Apr 09 06:07:00 +0000 2018,0.0,1.0,0.0,.@JudgeJeanine: It's Time for Republicans to Start Wielding Power https://t.co/IpEU7L5UtG https://t.co/Vpsm4EBCUN
395,foxnews,-0.5574,Mon Apr 09 06:02:00 +0000 2018,0.217,0.783,0.0,"On “America’s News HQ,” former Arizona @GovBrewer slammed California @JerryBrownGov’s illegal immigration policies… https://t.co/VdEqR4TDFT"
396,foxnews,0.4019,Mon Apr 09 05:57:00 +0000 2018,0.0,0.87,0.13,".@DiamondandSilk: ""If a privately owned bakery has to go against their Christian values to bake a cake, then Mark Z… https://t.co/eo8EPKc7rP"
397,foxnews,-0.5267,Mon Apr 09 05:46:00 +0000 2018,0.134,0.866,0.0,"Lt. Gen. H. Steven Blum (Ret.): ""The only people that view this as a threat are the coyotes and the cartels - and j… https://t.co/GATvZWMqtj"
398,foxnews,-0.7003,Mon Apr 09 05:40:00 +0000 2018,0.42,0.58,0.0,Canada town grieves after road crash decimates youth team https://t.co/ClouPDtjVH
399,foxnews,-0.2838,Mon Apr 09 05:35:00 +0000 2018,0.107,0.893,0.0,".@GovBrewer: ""It's absolutely unfortunate, not only for California but for our country, that we have people in elec… https://t.co/LpZl4gLzHJ"
400,nytimes,0.3182,Mon Apr 09 16:40:06 +0000 2018,0.0,0.901,0.099,"""Perhaps for the first time in a very long time, maybe the first time ever, people are beginning to entertain the p… https://t.co/LwHMBJRCRt"
401,nytimes,0.25,Mon Apr 09 16:30:05 +0000 2018,0.094,0.769,0.137,"RT @jasondhorowitz: In major document on holiness, Pope Francis, seeming to brushback conservative critics, says caring for migrants and th…"
402,nytimes,0.0,Mon Apr 09 16:20:07 +0000 2018,0.0,1.0,0.0,How Mark Zuckerberg is cramming for his congressional hearings https://t.co/BZaWkSmwz8
403,nytimes,0.0,Mon Apr 09 16:10:05 +0000 2018,0.0,1.0,0.0,Uber found that people who use Jump Bikes travel about the same distance as people who use the company's app to rid… https://t.co/vo7p9mA6qo
404,nytimes,0.0,Mon Apr 09 16:06:45 +0000 2018,0.0,1.0,0.0,Breaking News: President Trump said he’ll decide in the next 24 to 48 hours whether to retaliate militarily for the… https://t.co/pm5f4zhHkT
405,nytimes,0.3612,Mon Apr 09 16:00:07 +0000 2018,0.0,0.878,0.122,“Something that started decades ago and was applauded and inoffensive is now politically incorrect. What can you do… https://t.co/5ZevGIUUfN
406,nytimes,0.0,Mon Apr 09 15:50:05 +0000 2018,0.0,1.0,0.0,The signature may be going out of style https://t.co/iQpUA90mZG
407,nytimes,-0.6705,Mon Apr 09 15:40:08 +0000 2018,0.243,0.757,0.0,The leader of ISIS in northern Afghanistan has been killed by an American airstrike https://t.co/I4KySr1aMn
408,nytimes,0.8326,Mon Apr 09 15:30:09 +0000 2018,0.056,0.617,0.328,RT @TimHerrera: Giving feedback isn’t easy! But @stephmit is in SL this week talking about how to be better — and less biased — at giving i…
409,nytimes,-0.2263,Mon Apr 09 15:20:10 +0000 2018,0.101,0.899,0.0,Gov. Rick Scott made official what Floridians have suspected for months: He's running for the U.S. Senate https://t.co/2IrL7lFd1j
410,nytimes,0.1027,Mon Apr 09 15:10:05 +0000 2018,0.073,0.833,0.094,The federal government’s top ethics official sent a letter to the EPA questioning Scott Pruitt's actions and asking… https://t.co/gpwZQAbPF3
411,nytimes,0.6705,Mon Apr 09 15:00:21 +0000 2018,0.0,0.683,0.317,"Combative, relentless and proudly impolitic, John Bolton has a kindred spirit of sorts in President Trump, a fellow… https://t.co/rDXkTyjA3G"
412,nytimes,0.1027,Mon Apr 09 14:50:03 +0000 2018,0.086,0.811,0.104,"“Get a job,” one Chief Wahoo fan yelled, along with an expletive, at protesters at the Cleveland Indians' home open… https://t.co/OGmApH1WRA"
413,nytimes,0.5598,Mon Apr 09 14:40:08 +0000 2018,0.0,0.833,0.167,"RT @VVFriedman: Why that rumor about Anna Wintour leaving Vogue was so powerful, and what it could mean -  https://t.co/hnJqwO6cR6"
414,nytimes,-0.296,Mon Apr 09 14:32:06 +0000 2018,0.128,0.872,0.0,Video: Syria and Russia accused Israel of conducting aistrikes on a Syrian air base on Monday https://t.co/MxTcHGx2TG
415,nytimes,0.0,Mon Apr 09 14:25:04 +0000 2018,0.0,1.0,0.0,"RT @chashomans: I went to some of Trump's post-election rallies, and had some thoughts about them, and wrote down those thoughts: https://t…"
416,nytimes,-0.34,Mon Apr 09 14:14:06 +0000 2018,0.149,0.766,0.086,Consumer groups said YouTube failed to comply with a federal law that requires companies to obtain consent from par… https://t.co/VLXdNstvls
417,nytimes,-0.875,Mon Apr 09 14:00:05 +0000 2018,0.44,0.56,0.0,"Big power tensions in the Syria conflict, already running high after an apparent chemical weapons attack, ratcheted… https://t.co/JAhWKLryfR"
